"UPH_SG","UPH_NM","UPH_CD","area_m","SUBS","area_mine","percent_mine"
"DOCE 04","SUAÇUÍ GRANDE",504,21557959763.5186,"MINÉRIO DE FERRO",1969862352.00122,0.091
"DOCE 04","SUAÇUÍ GRANDE",504,21557959763.5186,"MINÉRIO DE LÍTIO",16033747.4211426,0.001
"DOCE 04","SUAÇUÍ GRANDE",504,21557959763.5186,"MINÉRIO DE MANGANÊS",622499899.304199,0.029
"DOCE 04","SUAÇUÍ GRANDE",504,21557959763.5186,"MINÉRIO DE NIÓBIO",76665138.9841309,0.004
"DOCE 04","SUAÇUÍ GRANDE",504,21557959763.5186,"MINÉRIO DE OURO",1429111657.70166,0.066
"DOCE 04","SUAÇUÍ GRANDE",504,21557959763.5186,"MINÉRIO DE TÂNTALO",6167811.73339844,0
"DOCE 04","SUAÇUÍ GRANDE",504,21557959763.5186,"OURO",33145842.7443848,0.002
"DOCE 04","SUAÇUÍ GRANDE",504,21557959763.5186,"PEDRA CORADA",298623.524169922,0
"DOCE 04","SUAÇUÍ GRANDE",504,21557959763.5186,"PEGMATITO",4279734.63232422,0
"DOCE 04","SUAÇUÍ GRANDE",504,21557959763.5186,"QUARTZITO",153785065.417969,0.007
"DOCE 04","SUAÇUÍ GRANDE",504,21557959763.5186,"QUARTZITO INDUSTRIAL",9788800.71240234,0
"DOCE 04","SUAÇUÍ GRANDE",504,21557959763.5186,"QUARTZO",123366436.374512,0.006
"DOCE 04","SUAÇUÍ GRANDE",504,21557959763.5186,"TALCO",2252630.88549805,0
"DOCE 04","SUAÇUÍ GRANDE",504,21557959763.5186,"TURMALINA",112381772.601807,0.005
"DOCE 04","SUAÇUÍ GRANDE",504,21557959763.5186,"XISTO",431453.5078125,0
"DOCE 05","CARATINGA",505,6701355400.89868,"ÁGUA MARINHA",22933427.088623,0.003
"DOCE 05","CARATINGA",505,6701355400.89868,"ÁGUA MINERAL",3087659.90600586,0
"DOCE 05","CARATINGA",505,6701355400.89868,"AREIA",67626356.7583008,0.01
"DOCE 05","CARATINGA",505,6701355400.89868,"ARENITO",2753096.75292969,0
"DOCE 05","CARATINGA",505,6701355400.89868,"ARGILA",124890658.937256,0.019
"DOCE 05","CARATINGA",505,6701355400.89868,"ARGILA REFRATÁRIA",801534.348388672,0
"DOCE 05","CARATINGA",505,6701355400.89868,"BAUXITA",1662.00952148438,0
"DOCE 05","CARATINGA",505,6701355400.89868,"BERILO",19557048.3730469,0.003
"DOCE 05","CARATINGA",505,6701355400.89868,"CALCÁRIO",733011.360107422,0
"DOCE 05","CARATINGA",505,6701355400.89868,"CASCALHO",1166177.60864258,0
"DOCE 05","CARATINGA",505,6701355400.89868,"COLUMBITA",1023304.73754883,0
"DOCE 05","CARATINGA",505,6701355400.89868,"DADO NÃO CADASTRADO",43314475.8391113,0.006
"DOCE 05","CARATINGA",505,6701355400.89868,"DIAMANTE",79608072.421875,0.012
"DOCE 05","CARATINGA",505,6701355400.89868,"FELDSPATO",5010498.74462891,0.001
"DOCE 05","CARATINGA",505,6701355400.89868,"FOSFATO",39346799.4553223,0.006
"DOCE 05","CARATINGA",505,6701355400.89868,"GNAISSE",31815683.1984863,0.005
"DOCE 05","CARATINGA",505,6701355400.89868,"GRANITO",720483422.326904,0.108
"DOCE 05","CARATINGA",505,6701355400.89868,"ILMENITA",7689627.20849609,0.001
"DOCE 05","CARATINGA",505,6701355400.89868,"MANGANÊS",16841131.828125,0.003
"DOCE 05","CARATINGA",505,6701355400.89868,"MINÉRIO DE ALUMÍNIO",5188224.85375977,0.001
"DOCE 05","CARATINGA",505,6701355400.89868,"MINÉRIO DE BERÍLIO",10725167.0541992,0.002
"DOCE 05","CARATINGA",505,6701355400.89868,"MINÉRIO DE FERRO",70023408.1848145,0.01
"DOCE 05","CARATINGA",505,6701355400.89868,"MINÉRIO DE MANGANÊS",15162011.4174805,0.002
"DOCE 05","CARATINGA",505,6701355400.89868,"MINÉRIO DE NÍQUEL",9705704.28588867,0.001
"DOCE 05","CARATINGA",505,6701355400.89868,"MINÉRIO DE OURO",346098847.583984,0.052
"DOCE 05","CARATINGA",505,6701355400.89868,"OURO",332067.105712891,0
"DOCE 05","CARATINGA",505,6701355400.89868,"PEGMATITO",11366562.0327148,0.002
"DOCE 05","CARATINGA",505,6701355400.89868,"QUARTZITO",17530232.1989746,0.003
"DOCE 05","CARATINGA",505,6701355400.89868,"QUARTZO",25588951.9411621,0.004
"DOCE 05","CARATINGA",505,6701355400.89868,"RUBI",13499717.8081055,0.002
"DOCE 05","CARATINGA",505,6701355400.89868,"SAFIRA",10000112.1835938,0.001
"DOCE 05","CARATINGA",505,6701355400.89868,"SAIBRO",1500558.9921875,0
"DOCE 06","MANHUAÇU",506,9189326788.02026,"ÁGUA MARINHA",40045122.1264648,0.004
"DOCE 06","MANHUAÇU",506,9189326788.02026,"ÁGUA MINERAL",681688.267822266,0
"DOCE 06","MANHUAÇU",506,9189326788.02026,"ALUMÍNIO",4707114.76855469,0.001
"DOCE 06","MANHUAÇU",506,9189326788.02026,"AMETISTA",488277.128662109,0
"DOCE 06","MANHUAÇU",506,9189326788.02026,"AREIA",213031826.080566,0.023
"DOCE 06","MANHUAÇU",506,9189326788.02026,"ARENITO",16886790.9050293,0.002
"DOCE 06","MANHUAÇU",506,9189326788.02026,"ARGILA",267729951.873779,0.029
"DOCE 06","MANHUAÇU",506,9189326788.02026,"ARGILA REFRATÁRIA",28326950.0673828,0.003
"DOCE 06","MANHUAÇU",506,9189326788.02026,"BAUXITA",417570023.807861,0.045
"DOCE 06","MANHUAÇU",506,9189326788.02026,"BERILO",3122965.91674805,0
"DOCE 06","MANHUAÇU",506,9189326788.02026,"CASCALHO",391270.839355469,0
"DOCE 06","MANHUAÇU",506,9189326788.02026,"CAULIM",65032191.3186035,0.007
"DOCE 06","MANHUAÇU",506,9189326788.02026,"CHARNOQUITO",22756.1665039062,0
"DOCE 06","MANHUAÇU",506,9189326788.02026,"COBRE",432633.866943359,0
"DOCE 06","MANHUAÇU",506,9189326788.02026,"DADO NÃO CADASTRADO",105912068.166504,0.012
"DOCE 06","MANHUAÇU",506,9189326788.02026,"ESTEATITO",21812428.8310547,0.002
"DOCE 06","MANHUAÇU",506,9189326788.02026,"FELDSPATO",23156.5654296875,0
"DOCE 06","MANHUAÇU",506,9189326788.02026,"FOSFATO",9447439.14379883,0.001
"DOCE 06","MANHUAÇU",506,9189326788.02026,"GABRO",11625130.8295898,0.001
"DOCE 06","MANHUAÇU",506,9189326788.02026,"GNAISSE",103200098.360962,0.011
"DOCE 06","MANHUAÇU",506,9189326788.02026,"GRANITO",2667052614.37427,0.29
"DOCE 06","MANHUAÇU",506,9189326788.02026,"GRANITO ORNAMENTAL",736259.387695312,0
"DOCE 06","MANHUAÇU",506,9189326788.02026,"ILMENITA",25551479.5358887,0.003
"DOCE 06","MANHUAÇU",506,9189326788.02026,"MANGANÊS",3139097.39575195,0
"DOCE 06","MANHUAÇU",506,9189326788.02026,"MINÉRIO DE ALUMÍNIO",272233332.27771,0.03
"DOCE 06","MANHUAÇU",506,9189326788.02026,"MINÉRIO DE BERÍLIO",48501703.885498,0.005
"DOCE 06","MANHUAÇU",506,9189326788.02026,"MINÉRIO DE COBRE",10905299.3393555,0.001
"DOCE 06","MANHUAÇU",506,9189326788.02026,"MINÉRIO DE FERRO",57884779.6437988,0.006
"DOCE 06","MANHUAÇU",506,9189326788.02026,"MINÉRIO DE MANGANÊS",75540516.1486816,0.008
"DOCE 06","MANHUAÇU",506,9189326788.02026,"MINÉRIO DE NÍQUEL",266724830.148193,0.029
"DOCE 06","MANHUAÇU",506,9189326788.02026,"MINÉRIO DE OURO",688070305.603271,0.075
"DOCE 06","MANHUAÇU",506,9189326788.02026,"NÍQUEL",524586.042724609,0
"DOCE 06","MANHUAÇU",506,9189326788.02026,"OURO",57162352.4711914,0.006
"DOCE 06","MANHUAÇU",506,9189326788.02026,"QUARTZITO",84788264.8312988,0.009
"DOCE 06","MANHUAÇU",506,9189326788.02026,"QUARTZO",35622363.9414062,0.004
"DOCE 06","MANHUAÇU",506,9189326788.02026,"SAIBRO",989358.609619141,0
"DOCE 06","MANHUAÇU",506,9189326788.02026,"TONALITO",9984328.96972656,0.001
"DOCE 06","MANHUAÇU",506,9189326788.02026,"XISTO",8284042.47924805,0.001
"DOCE 07","BAIXO DOCE",507,9779833996.85352,"ÁGUA MARINHA",1608778.33959961,0
"DOCE 07","BAIXO DOCE",507,9779833996.85352,"ÁGUA MINERAL",4769082.03540039,0
"DOCE 07","BAIXO DOCE",507,9779833996.85352,"AREIA",898599579.412598,0.092
"DOCE 07","BAIXO DOCE",507,9779833996.85352,"AREIA COMUM",415018.236572266,0
"DOCE 07","BAIXO DOCE",507,9779833996.85352,"AREIA DE FUNDIÇÃO",19980244.7458496,0.002
"DOCE 07","BAIXO DOCE",507,9779833996.85352,"AREIA INDUSTRIAL",4706438.67333984,0
"DOCE 07","BAIXO DOCE",507,9779833996.85352,"ARGILA",186450334.052979,0.019
"DOCE 07","BAIXO DOCE",507,9779833996.85352,"ARGILA COMUM",21611753.810791,0.002
"DOCE 07","BAIXO DOCE",507,9779833996.85352,"ARGILA P/CER. VERMELH",1629682.09082031,0
"DOCE 07","BAIXO DOCE",507,9779833996.85352,"ARGILA REFRATÁRIA",14928875.2824707,0.002
"DOCE 07","BAIXO DOCE",507,9779833996.85352,"ARGILA VERMELHA",208259.781005859,0
"DOCE 07","BAIXO DOCE",507,9779833996.85352,"BERÍLIO",4037010.49316406,0
"DOCE 07","BAIXO DOCE",507,9779833996.85352,"BERILO",6560890.13525391,0.001
"DOCE 07","BAIXO DOCE",507,9779833996.85352,"CASCALHO",291639.306640625,0
"DOCE 07","BAIXO DOCE",507,9779833996.85352,"CASSITERITA",9380666.09448242,0.001
"DOCE 07","BAIXO DOCE",507,9779833996.85352,"CAULIM",182090162.263672,0.019
"DOCE 07","BAIXO DOCE",507,9779833996.85352,"CHARNOQUITO",35120569.5786133,0.004
"DOCE 07","BAIXO DOCE",507,9779833996.85352,"CORDIERITA",6315898.19946289,0.001
"DOCE 07","BAIXO DOCE",507,9779833996.85352,"CRISOBERILO",1980148.1862793,0
"DOCE 07","BAIXO DOCE",507,9779833996.85352,"DADO NÃO CADASTRADO",189232450.744629,0.019
"DOCE 07","BAIXO DOCE",507,9779833996.85352,"DIORITO",9938245.85620117,0.001
"DOCE 07","BAIXO DOCE",507,9779833996.85352,"FELDSPATO",22171007.0256348,0.002
